0	0	0	0	0	0	0	0	0	0	0	5	5	4	4	5	5	5	5	4	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	5	4	5	5	5	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	4	5	4	0	0	7	6	7	6	6	7	7	5	4	5	5	4	4	5	5	4	4	5	4	0	0	0	0	5	4	5	2	5	4	4	5	0	0	0	7	0	0	0	0
0	0	0	0	4	4	5	6	6	0	0	13	14	6	7	7	6	7	7	6	6	4	4	4	5	4	1	2	4	5	5	5	0	5	4	4	1	2	1	5	5	9	9	0	0	7	7	0	0	0
0	0	0	4	4	7	7	7	0	13	0	0	14	14	6	6	6	11	10	7	7	6	6	7	4	5	2	2	1	1	2	4	4	5	1	1	1	1	2	1	2	0	0	0	0	6	7	0	0	0
0	0	0	4	7	7	7	7	13	13	13	0	0	14	15	6	7	11	0	7	6	7	7	6	4	1	1	1	2	2	1	1	1	2	2	1	1	2	2	7	0	0	7	0	0	6	7	7	0	0
0	0	4	5	6	6	7	7	6	14	15	15	0	0	15	13	7	6	7	7	7	6	7	5	5	1	1	2	2	2	2	2	2	2	1	1	1	1	4	0	0	2	5	0	0	7	7	7	0	0
0	0	4	4	7	6	7	6	6	7	13	15	14	0	0	15	13	6	6	7	7	6	6	4	4	2	1	1	1	2	2	1	2	2	1	1	2	2	2	5	9	2	4	0	0	6	7	7	0	0
0	0	5	4	6	7	0	6	6	7	7	14	14	15	0	14	0	7	6	6	6	6	6	7	5	1	2	1	2	1	1	1	1	1	2	2	1	2	2	2	1	2	5	5	0	6	0	7	0	0
0	4	4	4	6	7	10	12	10	7	6	13	0	13	0	15	15	7	6	7	6	6	6	7	5	2	2	1	1	0	0	0	0	2	2	1	1	2	1	2	2	1	5	4	0	6	6	7	0	0
0	4	4	5	7	6	11	10	10	6	7	7	14	14	0	0	13	15	7	6	7	7	6	6	4	4	2	9	0	8	4	5	1	2	2	2	0	2	1	2	1	1	5	4	0	7	7	7	0	0
0	4	5	4	7	6	11	11	10	7	7	6	6	15	15	0	13	13	7	6	6	7	7	7	4	4	9	0	0	4	1	2	1	2	1	1	2	0	2	1	1	2	4	4	0	6	7	6	0	0
4	5	4	5	6	6	12	11	12	6	6	7	7	13	15	0	14	13	11	6	6	7	6	6	12	10	0	0	4	2	1	1	2	1	2	1	1	1	0	2	1	1	4	5	0	7	7	7	0	0
4	4	4	5	7	6	12	10	11	12	7	6	7	6	15	0	0	15	15	13	13	14	11	14	0	0	0	7	1	2	1	2	2	2	2	1	2	1	2	0	0	1	5	4	0	0	7	7	0	0
4	5	5	5	7	7	10	12	10	6	7	6	6	6	0	14	0	0	15	14	0	15	13	14	0	12	9	1	1	2	1	1	2	1	2	1	2	2	2	2	2	0	0	5	5	0	6	7	0	0
4	4	4	7	7	7	6	10	11	7	7	6	7	6	6	15	15	0	14	13	13	13	15	0	0	7	1	1	1	5	5	2	2	2	1	1	2	1	2	1	1	2	0	0	0	0	0	0	0	0
5	5	6	6	6	7	6	11	0	7	7	6	7	6	7	7	13	0	0	13	13	0	0	0	7	1	1	1	5	5	5	4	4	5	2	2	2	1	1	2	2	1	1	2	2	5	0	7	6	0
5	5	7	7	6	7	6	10	6	6	6	6	6	6	6	6	7	15	0	0	0	0	15	7	5	1	2	5	8	5	4	4	8	8	4	4	1	1	1	2	2	2	1	2	1	4	0	6	6	0
4	4	6	7	7	7	7	7	7	7	7	5	4	4	6	6	6	7	7	0	7	7	7	4	1	1	4	9	9	7	5	9	9	7	7	5	4	5	2	1	1	1	4	4	2	5	0	6	7	0
4	5	5	6	7	7	7	6	6	6	4	4	5	5	4	7	7	6	7	6	7	7	5	5	1	2	0	8	9	8	9	8	9	7	7	8	5	5	2	2	1	4	5	4	5	5	0	7	7	0
5	5	5	5	6	6	4	5	5	5	4	4	5	5	5	4	7	7	7	0	6	7	4	2	1	4	7	8	9	7	8	11	11	10	9	7	9	5	2	1	1	4	5	4	5	4	0	0	6	0
0	5	4	5	5	4	5	5	4	4	5	4	5	4	4	5	4	6	6	6	6	5	5	1	1	4	6	7	7	10	12	0	12	10	12	7	7	5	2	1	1	5	8	8	7	4	5	0	0	0
0	0	5	5	5	4	5	4	5	5	5	7	6	7	7	4	5	4	4	4	5	4	1	2	5	4	6	7	11	12	11	12	12	11	11	8	7	5	2	1	4	4	9	9	9	7	5	4	5	0
4	4	4	4	4	4	5	5	5	6	6	6	7	6	6	7	4	5	4	5	5	5	1	2	5	4	8	12	10	12	12	11	11	12	12	12	8	7	2	2	5	7	7	11	7	9	4	4	4	0
5	5	5	6	6	7	7	6	7	7	7	6	6	7	7	7	6	4	4	5	5	2	1	1	4	5	9	10	0	10	12	12	10	0	12	12	7	8	5	1	9	7	11	10	12	7	9	5	5	5
5	5	6	7	6	7	7	7	6	6	7	6	7	0	6	7	7	7	5	5	4	2	2	2	5	4	7	7	11	12	12	11	11	10	11	10	8	8	4	1	7	11	12	10	12	12	8	5	5	4
5	5	6	6	6	6	6	7	7	6	6	6	6	7	6	7	6	6	6	4	4	2	2	2	4	4	9	9	10	10	12	11	12	10	10	12	11	7	8	2	7	10	12	12	0	12	9	4	5	5
5	5	5	6	6	6	6	6	6	7	7	7	6	6	7	6	6	7	7	4	4	1	1	2	5	5	5	7	9	11	10	11	10	10	11	12	0	7	9	9	8	10	10	10	11	10	7	5	4	4
0	5	5	6	6	7	7	6	7	7	11	10	12	10	6	7	6	7	6	4	5	1	1	2	2	4	4	8	9	10	11	12	10	12	10	10	10	7	8	8	11	0	10	10	12	12	9	4	4	4
0	4	4	6	6	6	7	6	10	10	11	0	11	11	12	7	6	7	6	5	5	2	2	1	2	4	5	7	9	12	15	13	13	11	10	11	11	8	7	8	11	10	12	10	11	12	9	4	4	5
0	5	4	7	6	7	6	7	12	11	11	12	11	10	10	6	7	6	7	7	5	4	2	1	2	1	5	9	9	12	14	0	15	12	12	11	10	8	7	7	9	11	12	12	12	11	8	5	5	4
0	5	4	6	6	7	7	7	6	7	12	10	12	11	11	6	7	7	6	6	5	4	1	2	2	2	5	7	9	11	13	14	13	10	12	12	7	9	9	9	10	11	12	0	12	10	9	4	4	5
0	5	4	5	6	6	7	6	6	6	10	12	0	11	7	6	7	6	7	6	5	4	2	1	2	1	4	5	12	10	0	15	13	12	11	7	9	7	2	7	10	11	11	10	12	9	8	5	5	5
0	0	4	4	6	7	7	6	6	7	7	11	11	7	6	6	7	6	7	5	4	5	2	1	2	2	4	7	0	0	0	13	14	12	8	8	8	5	1	9	10	10	11	10	11	8	4	5	5	4
0	0	4	4	7	0	6	7	7	7	7	7	6	6	7	6	7	6	4	5	4	1	2	1	1	1	4	7	0	10	15	0	13	10	7	8	4	1	1	7	7	10	0	10	12	9	5	4	4	0
0	0	5	4	6	7	6	6	7	6	6	6	7	7	6	7	7	5	4	5	2	1	2	1	2	2	2	0	0	9	10	10	11	8	9	4	4	1	5	4	9	12	11	11	7	9	5	4	4	0
0	0	0	5	5	6	6	6	7	6	7	7	7	7	7	6	7	5	5	4	2	1	1	2	2	1	0	0	9	8	9	8	8	9	4	5	4	1	5	4	8	11	12	11	9	5	4	5	4	0
0	0	0	4	4	4	5	4	4	4	5	4	5	4	4	4	5	4	1	1	1	2	2	1	2	5	0	1	4	4	9	7	7	4	4	1	2	2	2	4	9	9	8	7	9	5	5	5	5	0
0	0	0	0	5	4	4	4	5	4	5	4	1	2	1	1	1	2	1	2	1	2	1	1	5	0	0	2	4	5	4	4	5	4	4	2	2	2	2	5	5	8	7	8	5	4	5	4	5	0
0	0	0	0	4	5	4	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	4	0	4	4	2	4	4	4	5	4	5	4	1	2	1	1	5	5	5	5	4	4	4	5	4	4	0
0	0	0	0	4	4	2	2	1	1	2	2	2	2	1	2	1	2	2	1	2	2	5	0	5	2	2	2	2	2	5	5	4	2	1	2	2	2	1	4	4	5	4	5	5	4	5	5	4	0
0	0	0	0	4	5	2	1	2	0	7	1	1	2	2	2	1	1	2	1	0	0	0	5	2	1	1	1	2	1	1	5	2	2	2	2	2	1	2	4	5	5	5	5	2	1	5	4	5	0
0	0	0	0	5	4	2	2	4	0	6	5	1	2	1	1	1	2	5	0	4	4	4	2	2	1	2	2	2	2	1	1	2	1	1	1	2	2	1	2	2	5	5	1	2	2	2	5	0	0
0	0	0	0	0	5	2	2	0	0	1	2	1	1	1	2	2	1	0	4	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	2	1	2	5	5	0	0
0	0	0	0	0	5	7	0	0	1	1	2	2	1	2	1	2	1	1	2	1	2	2	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	4	2	1	2	4	5	0	0	0
0	0	0	0	0	4	0	0	1	2	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	2	1	2	2	1	2	2	4	4	0	0	0
0	0	0	0	0	0	0	4	4	5	5	5	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	4	5	4	1	2	1	5	4	5	1	1	1	1	5	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5	4	4	5	5	4	5	4	2	2	2	1	2	2	1	1	2	2	2	4	5	5	4	5	1	2	1	4	4	4	2	1	1	1	5	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	4	4	5	4	5	4	5	4	5	5	2	2	1	1	2	1	4	5	5	5	4	4	4	2	1	4	4	5	4	4	2	2	2	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	5	5	4	5	5	5	4	4	5	5	5	4	4	5	4	5	4	4	4	5	4	0	5	4	4	5	5	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	5	5	5	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4	0	0	0	5	5	5	5	0	0	0	0	0	0
