0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.87	0.87	0.87	0.87	0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87
0.87	0.87	0.87	0.87	0.87	0.97	0.97	0.97	0.97	0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.87	0.87	0.87	0.87	0.97	0.97	0.90	0.90	0.90	0.97	0.97	0.97	0.87	0.87	0.87	0.97	0.87	0.87	0.87	0.87
0.87	0.87	0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.87	0.87	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.97	0.97	0.97	0.97	0.87	0.97	0.97	0.97	0.90	0.90	0.90	0.97	0.97	0.97	0.97	0.87	0.87	0.97	0.97	0.87	0.87	0.87
0.87	0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.70	0.96	0.87	0.87	0.96	0.96	0.97	0.97	0.97	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.87	0.87	0.87	0.87	0.97	0.97	0.87	0.87	0.87
0.87	0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.87	0.87	0.96	0.96	0.97	0.97	0.96	0.70	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.87	0.87	0.97	0.87	0.87	0.97	0.97	0.97	0.87	0.87
0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.87	0.87	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.87	0.87	0.90	0.97	0.87	0.87	0.97	0.97	0.97	0.87	0.87
0.87	0.87	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.87	0.87	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.90	0.97	0.87	0.87	0.97	0.97	0.97	0.87	0.87
0.87	0.87	0.97	0.97	0.97	0.97	0.70	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.87	0.96	0.70	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.87	0.97	0.70	0.97	0.87	0.87
0.87	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.97	0.97	0.96	0.70	0.96	0.87	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.90	0.90	0.97	0.87	0.87	0.87	0.87	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.87	0.97	0.97	0.97	0.87	0.87
0.87	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.97	0.97	0.97	0.96	0.96	0.87	0.87	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.90	0.97	0.87	0.87	0.97	0.90	0.90	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.87	0.97	0.97	0.97	0.87	0.87
0.87	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.97	0.97	0.97	0.97	0.96	0.96	0.87	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.87	0.87	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.87	0.97	0.97	0.97	0.87	0.87
0.97	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.96	0.97	0.97	0.97	0.97	0.96	0.96	0.87	0.96	0.96	0.96	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.87	0.87	0.97	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.97	0.97	0.87	0.97	0.97	0.97	0.87	0.87
